Product Name,Product Link,Over_All_Rating,Price,Date,Rating,Name,Comment
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"I recently bought the black T-shirt from Levi’s, and I must say it’s simply outstanding!
The fabric feels super soft, breathable, and skin-friendly, making it perfect for daily wear.
It gives a smart and stylish look — the kind of effortless fashion Levi’s is known for.

The fit is perfect, neither too tight nor too loose, and the black color is deep and rich, which makes it look premium.
Even after washing, the color and shape stayed the same, which shows the high quality of the fabric.

It’s a great choice for both casual outings and relaxed weekends.
Overall, I’m really happy with this purchase and would definitely give it a 5/5 ⭐ rating."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,4,No name Given,"The Levi's Plain White T-Shirt is a classic wardrobe essential that combines comfort, quality, and timeless style. The fabric is soft, breathable, and comfortable for all-day wear, making it perfect for everyday use. The fit is well-balanced, offering a clean and modern look without being too tight or too loose.

The material feels premium and holds its shape well after multiple washes. Its simple design makes it extremely versatile, pairing effortlessly with jeans, cargos, shorts, or jackets.

Overall, the Levi's Plain White T-Shirt delivers excellent quality and comfort at an affordable price. A must-have basic that offers great value for money and never goes out of style."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"I recently bought the white T-shirt from Levi's, and I must say it's simply outstanding!
The fabric feels super soft, breathable, and skin-friendly, making it perfect for daily wear. It gives a smart, clean, and stylish look — the kind of effortless fashion Levi's is known for.
The fit is perfect, neither too tight nor too loose, and the white color is bright and crisp, which makes it look premium. Even after washing, the brightness and shape stayed the same, which shows the high quality of the fabric.
It's a great, versatile choice for both casual outings and relaxed weekends. Overall, I'm really happy with this purchase and would definitely give it a 5/5 rating."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"This black t-shirt is a great choice for everyday wear. The fabric feels soft and comfortable on the skin, making it perfect for long hours, whether at college, gym, or casual outings. The fit looks well-balanced—not too tight and not too loose—giving a clean and modern look.
The plain design makes it very versatile, so you can easily pair it with jeans, joggers, or shorts. The stitching and overall finish also appear neat and durable.
One small improvement could be offering more color options or slightly thicker fabric for long-term use.
Overall, a solid and value-for-money basic t-shirt that every wardrobe should have!"
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"This T-shirt is very comfortable and stylish. The fabric is soft and breathable, making it perfect for daily wear, especially in warm weather.
The design looks modern and attractive, suitable for casual outings and regular use.

Quality: ⭐⭐⭐⭐⭐
Comfort: ⭐⭐⭐⭐⭐
Style: ⭐⭐⭐⭐⭐

Overall, this T-shirt is a great choice if you are looking for something affordable, trendy, and comfortable."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,4,No name Given,"“The Levi’s white T-shirt is a great everyday essential. The fabric feels soft and comfortable, and it sits really well on the body without looking too tight or too loose. The color stays bright and clean, giving a fresh look—perfect for casual outdoor plans just like in my photos. The stitching and fit are solid, though I wish the material was a bit thicker for a more premium feel. Overall, it’s a stylish and reliable basic that pairs easily with jeans or cargos.”"
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"I recently bought this Levi's T-shirt from Myntra and I’m really happy with it. The fabric is soft, breathable, and feels comfortable all day. The fit is perfect—not too tight or too loose—and the size matched exactly as per the chart.

The color and design look just like the pictures, and even after a few washes, there’s no fading or shrinking. The stitching and overall quality are solid, just what you'd expect from Levi’s. It pairs well with jeans or joggers for a casual, effortless look.

Overall, it's a great buy if you’re looking for something stylish, comfortable, and long-lasting. Totally worth the price!"
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"Absolutely loved this Levi’s round-neck t-shirt! The fabric feels super soft and premium, and the fit is just perfect — not too loose, not too tight. You can instantly feel the quality when you wear it.
The color stays rich even after multiple washes and there’s no fabric losing shape or fading. Perfect everyday tee that looks clean, stylish, and effortless.

If you love minimal and premium basics, this one is a must-buy. Levi’s never disappoints! 👌🔥"
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"Writing this review after 1 year of use:
Fabric Quality: The cotton material is exceptionally soft and feels premium against the skin. It’s breathable and doesn't feel thin or cheap.
​Fit & Style: The fit is true to size. It has a classic silhouette that isn't too boxy, making it perfect for both casual wear and layering.
​Color Retention: Even after a couple of washes, the black remains deep and hasn't faded, which is usually a concern with dark basics.
​Brand Value: You can really feel the Levi’s quality here. It’s a versatile staple that every wardrobe needs.
Conclusion: go for it"
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"Writing this review after 1 year of use:

Fabric Quality: The cotton material is exceptionally soft and feels premium against the skin. It’s breathable and doesn't feel thin or cheap.
Fit & Style: The fit is true to size. It has a classic silhouette that isn't too boxy, making it perfect for both casual wear and layering.
Color Retention: Even after a couple of washes, the black remains deep and hasn't faded, which is usually a concern with dark basics.
Brand Value: You can really feel the Levi’s quality here. It’s a versatile staple that every wardrobe needs.
Conclusion: go for it"
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"The quality of this T-shirt genuinely impressed me. The fabric feels soft, smooth, and extremely comfortable on the skin, making it ideal for all-day wear. The stitching is clean and strong with no loose threads, and the overall finish gives it a premium, well-crafted look. The material has a perfect balance—not too thin, not too thick—and the fit sits nicely without losing its shape. The color appears rich and true to the pictures. Overall, the fabric, feel, and craftsmanship make this T-shirt a high-quality purchase. Thank you Myntra for the super fast service."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"I recently purchased a Levi's T-shirt from Myntra, and I'm thrilled with my buy! The quality is outstanding, with soft, comfortable fabric that feels great on the skin. The fit is perfect, true to size, and it looks just as good after multiple washes. The iconic Levi's logo adds a stylish touch, making it a versatile piece for casual wear. Myntra's delivery was quick, and the entire shopping experience was smooth and hassle-free. Highly recommend this T-shirt to anyone looking for a blend of style and comfort!"
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"I’m quite happy with this T-shirt. The fabric feels soft and breathable, making it perfect for daily wear or casual outings. The color is exactly as shown in the pictures, and it holds up well even after multiple washes (no major fading or shrinkage).

The fit is mostly accurate—neither too tight nor too loose. I ordered my usual size and it fit well around the shoulders and chest. The stitching and overall finish are decent, though not premium. For this price, it’s great value for money."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,Today I have received this premium branded tshirt from myntra at time and I had never wore this brand before and also  I did never expected that it really good..atlast it worth it ..look amazing with it feel really gives smooth and comfortable..I want to purchase continue from this brand later.... everybody should try this us.polo brand tshirt.. I normally used to wore medium but now this tshirt is small.. fitting is good not too tight not too loose.go for it. I am 5'4 inch something.
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"Clean, minimal, and exactly what I expected from Levi’s. The black solid tee looks sharp and pairs easily with anything—jeans, joggers, or even layered under a jacket. The fabric feels soft yet durable, and the fit is well-balanced (not too tight, not too loose).
After a few washes, the color hasn’t faded and the shape holds up well, which is a big plus. Stitching and overall build quality feel premium.
If you want a reliable everyday t-shirt with a classic look, this is a solid choice."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"The Ultimate Everyday Essential!
​""I’ve been on the hunt for the perfect white tee for ages, and this is finally the one. The material is incredibly soft and breathable, making it perfect for daily wear. It has just the right amount of stretch without losing its shape after a wash. Plus, it’s not see-through at all, which is usually a massive issue with white shirts. It pairs perfectly with jeans, shorts, or under a jacket. Absolutely love it and will definitely be ordering a few more!"""
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"I loved it! The cotton fabric feels soft, lightweight, and comfortable throughout the day. The fit is true to size and the quality is excellent, as expected from Levi's. It is breathable and works very well in warm weather, making it a great everyday T-shirt for casual wear.

The stitching and finish are neat, and the material remains comfortable even after long hours of use. Overall, a simple, stylish, and high-quality T-shirt that offers great comfort and value. Highly recommended."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,4,No name Given,"Comfortable Fabric: Made from 100% pure cotton, the t-shirt offers a soft and breathable feel, making it ideal for daily wear.

Versatile Design: The solid pattern and classic round neck design make it suitable for various occasions, from casual outings to layering under jackets.

Affordable Pricing: Priced at ₹311, it provides good value for money, especially considering the brand reputation.

Easy Maintenance: The fabric is machine washable, ensuring hassle-free care."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,4,No name Given,"Fabric quality is too good. Its soft, easy on skin. Fitting is also quite impressive. Neck size is perfect as it leans towards upper side one thing is worth mentioning here, It not an official Levi's product. It was licenced to some Indian manufacturer. That is why i got it at a lower price."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"This plain black T-shirt is a great wardrobe essential. The fabric feels soft on the skin and is comfortable to wear all day. The fit is just right—not too tight and not too loose—giving a clean and stylish look. The color is rich and doesn’t fade after washing, which is a big plus. It pairs easily with jeans, joggers, or even layered under a jacket. Overall, excellent quality for the price and totally worth buying. Highly recommended for daily wear! 👍"
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,4,No name Given,"quality -9/10
material - very soft
colour - as shown in image
got this for my brother 
it actually looks good
very cool
amazing product 
very good brand
go for it
amazing look
very affordable 
casual daily wear
everyday wear tshirt"
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"My size was small and the size is really perfect in length but the shoulder and chest is absolutely very big for s size
I have to do tapper and the logo of Levi's will be gone inside the stitch ??"
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"I recently bought a black cotton t-shirt, and it has quickly become a wardrobe staple. The fabric is soft, breathable, and comfortable for all-day wear. The black color is deep and doesn’t fade after washing, which is a big plus.

The fit is perfect—neither too tight nor too loose—making it suitable for casual outings or layering under jackets. It pairs well with jeans, joggers, or even formal blazers for a smart-casual look."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,The olive green pure cotton T-shirt is very comfortable and soft on the skin. The fabric is breathable and perfect for daily wear. The color looks classy and exactly as shown. Fitting is good and stitching is neat. Worth buying.
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"I recently bought this Levi’s T-shirt from Myntra and I’m really happy with it.
The fabric quality is very good—soft, comfortable, and perfect for daily wear.
The fitting is true to size and it looks stylish even after washing.
For the price, it’s very affordable compared to the quality Levi’s offers.
Overall, I would rate this product 9 out of 10.
Definitely worth buying and I would recommend it to others"
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"1) Comfortable Cotton Fabric : The T-shirt is crafted from high-quality cotton, ensuring a soft and comfortable feel against the skin, making it ideal for everyday wear.

2) SmartSkin Technology : Incorporating innovative SmartSkin technology, this T-shirt provides long-lasting freshness and odor control, keeping you feeling confident and comfortable throughout the day."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"A good, concise review line for clothes could be: ""This garment offers a perfect blend of comfort and style."" Alternatively, a more impactful line could be: ""Exceptional quality and design; a must-have addition to any wardrobe.""
Here are some more options, categorized for clarity:
Focusing on Comfort:
""Exceptionally comfortable and easy to wear., ""Feels as good as it looks., and ""Luxuriously soft and comfortable"
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,4,No name Given,"""I’m extremely happy with this purchase. The 100% pure cotton fabric is incredibly soft and breathable, making it perfect for daily wear in any season. The fit is spot on—not too tight, but enough to give a smart, clean silhouette. I’ve washed it multiple times and there is no color fading or shrinkage. Definitely worth the price for the premium quality you get from Levi's."""
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"Simple, sharp, and versatile. The black Levi’s t-shirt delivers a clean look that pairs with almost anything. The material has a smooth feel and holds its shape well after washing. Fit is balanced—comfortable for all-day wear without looking baggy.

No major downsides except a slightly premium price for a basic tee. Overall, dependable quality and a staple piece for everyday use."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"amazing tshirt 
material - very soft
quality - 9/10
ordered this for my bro just giving u the review guzs
totally worth it
amazing product"
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"This Levis T-shirt is very comfortable to wear. The fit (size M, which I selected after referring to the size chart) is good though size L would have been a better option for me. Since size L wasn't available in the same colour I chose not to return or exchange.

Durability and colour fastness will be known after a few wash cycles.  As of now I think it's a good purchase."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"I loved it! The material quality is excellent, the color looks great, and the fabric feels very soft and comfortable. The fit is perfect and suitable for all-day wear. This is one of the most comfortable T-shirts I have purchased from Myntra. The stitching and overall finish are also very good. Highly recommended for anyone looking for a premium-quality basic T-shirt."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"Nice fabric 
Really good"
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,5,No name Given,"I recently bought this Levi’s Tshirt from Myntra and I’m really happy with the quality.
The fabric feels very soft, comfortable, and skin-friendly.
The fitting is perfect and it feels great for all-day wear.
The stitching and overall quality are excellent for the price.
Very good product."
Buy Levis Men Soft Pure Cotton Round Neck Half Sleeve Tshirt  - Lounge Tshirts for Men 12027436 | Myntra,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,4.4,₹395,No date Given,4,No name Given,"You really can't go wrong with a classic Levi’s tee. The 100% cotton fabric is incredibly soft and breathable, making it perfect for summer or layering under a denim jacket. I’ve washed mine several times and it has held its shape perfectly with no shrinking. The fit is ""true to size""—not too tight, but not sloppy. Highly recommend!"
